"","sector","categoria","trabaja","se trabaja","mes"
"3950","Inmobiliarias","asalariado con contrato indefinido",2254.45171609,833.949416583404,74
"3951","Agropecuario-Silvicola","no remunerado",954.26118089,524.316019422631,74
"3952","Industria Manufacturera","no remunerado",209.82701254,209.82701254,74
"3953","Comercio","no remunerado",1439.21826611,540.057997334401,74
"3954","Agropecuario-Silvicola","empleador",2016.31424419,687.068379482188,75
"3955","Industria Manufacturera","empleador",822.25658346,426.719360241321,75
"3956","Construccion","empleador",1467.95435656,643.047782294407,75
"3957","Comercio","empleador",1821.20657192,665.551547292745,75
"3958","Hoteles y Restoranes","empleador",1812.81639243,950.100979542747,75
"3959","Transporte y Comunicaciones","empleador",1191.60132999,597.346308589051,75
"3960","Servicios Sociales y Personales","empleador",97.45792748,97.4579274799999,75
"3961","Inmobiliarias","empleador",1421.22663992,1287.83252351289,75
"3962","Agropecuario-Silvicola","cuenta propia",11707.56443238,2078.7219591142,75
"3963","Industria Manufacturera","cuenta propia",5413.7644049,2175.90032847811,75
"3964","Construccion","cuenta propia",3942.49801141,1067.82920227324,75
"3965","Comercio","cuenta propia",13635.23704781,2160.36161603238,75
"3966","Hoteles y Restoranes","cuenta propia",2626.9336977,999.738735263471,75
"3967","Transporte y Comunicaciones","cuenta propia",3387.89449337,1216.54357904717,75
"3968","Intermediacion Financiera","cuenta propia",999.45246916,760.445061348935,75
"3969","Servicios Sociales y Personales","cuenta propia",1407.34484051,561.104344255644,75
"3970","Inmobiliarias","cuenta propia",2526.04291143,934.919486824404,75
"3971","Agropecuario-Silvicola","asalariado sin contrato",8221.94393063,2652.96978881488,75
"3972","Mineria","asalariado sin contrato",351.73529901,351.73529901,75
"3973","Industria Manufacturera","asalariado sin contrato",1130.11840053,476.390178772296,75
"3974","Construccion","asalariado sin contrato",2693.05109827,1023.60416185235,75
"3975","Comercio","asalariado sin contrato",2837.06854307,1327.33765803685,75
"3976","Hoteles y Restoranes","asalariado sin contrato",3877.50028113,1153.12066664608,75
"3977","Transporte y Comunicaciones","asalariado sin contrato",2265.16055812,721.892591816521,75
"3978","Servicios Sociales y Personales","asalariado sin contrato",9787.87487168,1705.11393104704,75
"3979","Administracion Publica","asalariado sin contrato",92.64461974,92.64461974,75
"3980","Inmobiliarias","asalariado sin contrato",196.98523798,196.98523798,75
"3981","Agropecuario-Silvicola","asalariado con contrato definido",4838.64778018,1412.29812541028,75
"3982","Industria Manufacturera","asalariado con contrato definido",3432.75189257,1241.95830195211,75
"3983","Electricidad, Gas y Agua","asalariado con contrato definido",92.5850311,92.5850311000001,75
"3984","Construccion","asalariado con contrato definido",2734.71532786,835.181789239957,75
"3985","Comercio","asalariado con contrato definido",1820.77906417,716.167015362847,75
"3986","Hoteles y Restoranes","asalariado con contrato definido",902.7633232,667.854635181704,75
"3987","Intermediacion Financiera","asalariado con contrato definido",322.4691775,261.626806987256,75
"3988","Servicios Sociales y Personales","asalariado con contrato definido",11074.67382699,1932.93124272024,75
"3989","Administracion Publica","asalariado con contrato definido",6510.70216239,1994.43895664729,75
"3990","Inmobiliarias","asalariado con contrato definido",3017.72816597,973.073858846201,75
"3991","Agropecuario-Silvicola","asalariado con contrato indefinido",11774.48388424,2486.41702769384,75
"3992","Mineria","asalariado con contrato indefinido",222.63637937,168.759570173571,75
"3993","Industria Manufacturera","asalariado con contrato indefinido",10705.10730872,2330.14572198279,75
"3994","Electricidad, Gas y Agua","asalariado con contrato indefinido",1408.76462486,643.611669737392,75
"3995","Construccion","asalariado con contrato indefinido",1498.63796135,861.247630469077,75
"3996","Comercio","asalariado con contrato indefinido",13291.55775758,1925.41922686937,75
"3997","Hoteles y Restoranes","asalariado con contrato indefinido",2316.13669387,767.397965252235,75
"3998","Transporte y Comunicaciones","asalariado con contrato indefinido",3469.24461781,981.100241564814,75
"3999","Intermediacion Financiera","asalariado con contrato indefinido",840.35176113,391.232762940692,75
"4000","Servicios Sociales y Personales","asalariado con contrato indefinido",26068.2516533,3440.53190106678,75
"4001","Administracion Publica","asalariado con contrato indefinido",9592.52452527,2203.28250360951,75
"4002","Inmobiliarias","asalariado con contrato indefinido",1737.96645363,784.831853167092,75
"4003","Agropecuario-Silvicola","no remunerado",1127.45112572,520.412137092941,75
"4004","Industria Manufacturera","no remunerado",357.49942622,357.49942622,75
"4005","Comercio","no remunerado",1398.35936455,532.669808263077,75
"4006","Transporte y Comunicaciones","no remunerado",50.93682832,50.93682832,75
"4007","Agropecuario-Silvicola","empleador",1129.5125715,546.872030742098,76
"4008","Industria Manufacturera","empleador",839.10633975,438.141073185532,76
"4009","Construccion","empleador",1040.25761766,560.301206431591,76
"4010","Comercio","empleador",1462.90667889,588.393538688259,76
"4011","Hoteles y Restoranes","empleador",1661.81215877,941.770004655833,76
"4012","Transporte y Comunicaciones","empleador",1230.81230053,616.139950860045,76
"4013","Servicios Sociales y Personales","empleador",414.54469428,329.346435537715,76
"4014","Inmobiliarias","empleador",1820.77662094,1328.76542147738,76
"4015","Agropecuario-Silvicola","cuenta propia",10037.36575258,2034.96901878363,76
"4016","Industria Manufacturera","cuenta propia",6446.2006898,2320.75700841212,76
"4017","Construccion","cuenta propia",4370.93874887,1122.68664459783,76
"4018","Comercio","cuenta propia",13702.14555607,2055.41683306168,76
"4019","Hoteles y Restoranes","cuenta propia",1880.15625971,859.288572303464,76
"4020","Transporte y Comunicaciones","cuenta propia",3212.80137599,1193.41820379122,76
"4021","Intermediacion Financiera","cuenta propia",694.58495553,694.58495553,76
"4022","Servicios Sociales y Personales","cuenta propia",1782.82096904,627.970587774191,76
"4023","Inmobiliarias","cuenta propia",2674.3534059,972.727201038959,76
"4024","Agropecuario-Silvicola","asalariado sin contrato",7335.05831641,2622.57120140602,76
"4025","Mineria","asalariado sin contrato",352.82150371,352.82150371,76
"4026","Industria Manufacturera","asalariado sin contrato",1379.55630781,552.562718321989,76
"4027","Construccion","asalariado sin contrato",2918.32746996,1059.78051602783,76
"4028","Comercio","asalariado sin contrato",3326.97977555,1352.50167337761,76
"4029","Hoteles y Restoranes","asalariado sin contrato",3579.57590631,1135.23154801595,76
"4030","Transporte y Comunicaciones","asalariado sin contrato",1888.85475792,664.259863476589,76
"4031","Servicios Sociales y Personales","asalariado sin contrato",8836.76104429,1484.09208700915,76
"4032","Inmobiliarias","asalariado sin contrato",730.64571476,463.66074567906,76
"4033","Agropecuario-Silvicola","asalariado con contrato definido",5107.54516391,1233.263926651,76
"4034","Mineria","asalariado con contrato definido",63.1781843,63.1781842999999,76
"4035","Industria Manufacturera","asalariado con contrato definido",3519.56119026,1258.01009802401,76
"4036","Electricidad, Gas y Agua","asalariado con contrato definido",925.43758608,834.935715793346,76
"4037","Construccion","asalariado con contrato definido",1583.68284303,551.686311473431,76
"4038","Comercio","asalariado con contrato definido",2390.98074278,866.433744649905,76
"4039","Hoteles y Restoranes","asalariado con contrato definido",70.62060749,70.62060749,76
"4040","Intermediacion Financiera","asalariado con contrato definido",321.07646113,261.289678006664,76
"4041","Servicios Sociales y Personales","asalariado con contrato definido",11136.49291314,1738.10452851362,76
"4042","Administracion Publica","asalariado con contrato definido",6807.42256044,2034.99583854428,76
"4043","Inmobiliarias","asalariado con contrato definido",2998.74647158,981.743116020912,76
"4044","Agropecuario-Silvicola","asalariado con contrato indefinido",11644.46888305,2551.56023623425,76
"4045","Mineria","asalariado con contrato indefinido",67.87504266,67.8750426599999,76
"4046","Industria Manufacturera","asalariado con contrato indefinido",10624.42499246,2287.24506434883,76
"4047","Electricidad, Gas y Agua","asalariado con contrato indefinido",1501.9940798,649.136795885007,76
"4048","Construccion","asalariado con contrato indefinido",1305.89692437,850.1343387302,76
"4049","Comercio","asalariado con contrato indefinido",13072.69053952,1963.48350160399,76
"4050","Hoteles y Restoranes","asalariado con contrato indefinido",2347.18461122,734.84864489727,76
"4051","Transporte y Comunicaciones","asalariado con contrato indefinido",3554.64521215,989.744997762384,76
"4052","Intermediacion Financiera","asalariado con contrato indefinido",1058.765929,687.060154452522,76
"4053","Servicios Sociales y Personales","asalariado con contrato indefinido",27349.79763084,3570.37711666424,76
"4054","Administracion Publica","asalariado con contrato indefinido",9589.63947721,2194.57067406882,76
"4055","Inmobiliarias","asalariado con contrato indefinido",2056.56288749,848.286548003387,76
"4056","Agropecuario-Silvicola","no remunerado",1040.15670141,511.978181235938,76
"4057","Industria Manufacturera","no remunerado",357.57012383,357.57012383,76
"4058","Comercio","no remunerado",1441.28582692,585.11835276824,76
"4059","Hoteles y Restoranes","no remunerado",43.71503806,43.71503806,76
"4060","Transporte y Comunicaciones","no remunerado",49.89499442,49.89499442,76
"4061","Agropecuario-Silvicola","empleador",675.27006985,440.229642107072,77
"4062","Industria Manufacturera","empleador",902.23541094,436.976445366759,77
"4063","Construccion","empleador",1039.37727204,561.680300587944,77
"4064","Comercio","empleador",1599.99852789,642.89262714788,77
"4065","Hoteles y Restoranes","empleador",949.7924473,628.446874429208,77
"4066","Transporte y Comunicaciones","empleador",1229.06811897,614.954470067935,77
"4067","Servicios Sociales y Personales","empleador",423.13812409,333.321228762373,77
"4068","Inmobiliarias","empleador",2690.14464868,2246.90714545866,77
"4069","Agropecuario-Silvicola","cuenta propia",8465.55840168,2003.246941183,77
"4070","Industria Manufacturera","cuenta propia",7823.11512358,2296.71311473431,77
"4071","Construccion","cuenta propia",4401.95981926,1036.12816663452,77
"4072","Comercio","cuenta propia",15056.61119107,2398.181400372,77
"4073","Hoteles y Restoranes","cuenta propia",1876.62065334,861.119718450612,77
"4074","Transporte y Comunicaciones","cuenta propia",2447.42283423,999.183026487005,77
"4075","Intermediacion Financiera","cuenta propia",776.19521417,776.19521417,77
"4076","Servicios Sociales y Personales","cuenta propia",2402.55349515,667.122917280442,77
"4077","Inmobiliarias","cuenta propia",1976.05420446,698.423108981086,77
"4078","Agropecuario-Silvicola","asalariado sin contrato",6932.35065369,2408.6763291133,77
"4079","Industria Manufacturera","asalariado sin contrato",2249.72012658,942.702783026506,77
"4080","Electricidad, Gas y Agua","asalariado sin contrato",289.20432034,289.20432034,77
"4081","Construccion","asalariado sin contrato",4250.42616316,1430.49315789462,77
"4082","Comercio","asalariado sin contrato",3543.15889036,1404.15626229607,77
"4083","Hoteles y Restoranes","asalariado sin contrato",2541.68643195,836.77830450627,77
"4084","Transporte y Comunicaciones","asalariado sin contrato",1862.25860569,718.395361794977,77
"4085","Servicios Sociales y Personales","asalariado sin contrato",8994.77532739,1666.05430013626,77
"4086","Administracion Publica","asalariado sin contrato",312.91747237,312.91747237,77
"4087","Inmobiliarias","asalariado sin contrato",527.42404775,422.585314910211,77
"4088","Agropecuario-Silvicola","asalariado con contrato definido",4594.34103702,1612.34269017277,77
"4089","Mineria","asalariado con contrato definido",62.98724461,62.98724461,77
"4090","Industria Manufacturera","asalariado con contrato definido",4079.27611835,1309.08358757511,77
"4091","Electricidad, Gas y Agua","asalariado con contrato definido",1268.35833155,902.956594811753,77
"4092","Construccion","asalariado con contrato definido",1797.39630446,631.685129338105,77
"4093","Comercio","asalariado con contrato definido",2625.76992742,1040.80316076913,77
"4094","Hoteles y Restoranes","asalariado con contrato definido",301.60294438,188.011193293443,77
"4095","Servicios Sociales y Personales","asalariado con contrato definido",12943.08748091,2122.22432302196,77
"4096","Administracion Publica","asalariado con contrato definido",7300.34431798,2549.21167167087,77
"4097","Inmobiliarias","asalariado con contrato definido",1507.14999145,802.857184526572,77
"4098","Agropecuario-Silvicola","asalariado con contrato indefinido",9700.3156402,2324.86141873507,77
"4099","Mineria","asalariado con contrato indefinido",67.66990792,67.6699079199999,77
"4100","Industria Manufacturera","asalariado con contrato indefinido",11231.41049713,2368.7585881983,77
"4101","Electricidad, Gas y Agua","asalariado con contrato indefinido",1470.54796045,654.44759329268,77
"4102","Construccion","asalariado con contrato indefinido",1126.62383711,820.530043142146,77
"4103","Comercio","asalariado con contrato indefinido",12801.98047802,2011.04985182794,77
